variant,temperature-iterations,useful,applicable
"
cum_arr = [sum(array[:i + 1]) for i in range(len(array))]","[(0.9, 1), (0, 1), (0.5, 2), (0.3, 5), (1.2, 3), (0.7, 3)]",True,True
"import numpy as np
cum_arr = np.zeros(len(array))
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr[i] = np.sum(array[:i + 1])
cum_arr = cum_arr.tolist()","[(0, 20)]",True,True
"
result = [sum(array[:index + 1]) for (index, value) in enumerate(array)]
cum_arr = result","[(0.9, 75)]",True,True
"import math
cum_arr = [0] * len(array)
for i in range(len(array)):
    cum_arr[i] = math.fsum(array[:i + 1])","[(0.9, 15)]",True,True
"import math
arr = [0] + array
cum_arr = []
sum_so_far = 0
for i in range(1, len(arr)):
    sum_so_far += arr[i]
    cum_arr.append(sum_so_far)","[(0.7, 31)]",True,True
"
arr = [0] + array
sum_so_far = 0
cum_arr = []
for i in range(len(arr) - 1):
    sum_so_far += arr[i + 1]
    cum_arr.append(sum_so_far)","[(0.7, 40)]",True,True
"import numpy as np
arr = [0] + array
sum_so_far = np.add.accumulate(arr)
cum_arr = list(sum_so_far)[1:]","[(0.7, 60)]",True,False
"import math
cum_arr = []
for i in range(len(array)):
    cum_arr.append(math.fsum(array[:i + 1]))","[(0.9, 21)]",True,True
"
cum_arr = [0]
for i in range(len(array)):
    cum_arr.append(sum(array[:i + 1]))
cum_arr = cum_arr[1:]","[(0.5, 22), (0.3, 15), (0.7, 23)]",True,True
"
arr = [0] + array
cum_arr = [sum(arr[1:i + 1]) for i in range(1, len(arr))]","[(0.7, 41)]",True,True
"
count = 0
cumulative_sum = 0
cum_arr = []
for i in range(len(array)):
    count += array[i]
    cumulative_sum = count
    cum_arr.append(cumulative_sum)","[(0.9, 95)]",True,True
"import itertools
arr = [0] + array
cum_arr = list(itertools.accumulate(arr))[1:]","[(0.7, 69)]",True,False
"
arr = [0] + array
cum_arr = [sum(array[:i + 1]) for i in range(len(array))]","[(0.7, 36)]",True,True
"
cum_arr = []
for i in range(len(array)):
    cum_arr.append(sum(array[0:i + 1]))","[(0.5, 63), (1.2, 11)]",True,True
"
arr = [0] + array
cum_arr = [sum(arr[1:i + 2]) for i in range(len(arr) - 1)]","[(0.7, 39)]",True,True
"import numpy as np
cum_arr = np.zeros(len(array))
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr[i] = sum
cum_arr = list(cum_arr)","[(0, 12), (0.5, 20)]",True,True
"
count = 0
cum_arr = []
for i in array:
    count += i
    cum_arr.append(count)","[(0.9, 26)]",True,True
"from functools import reduce
partial_sum = lambda x, y: x + [x[-1] + y]
cum_arr = reduce(partial_sum, array, [0])[1:]","[(1.2, 22)]",True,False
"import math
cum_arr = [0]
for i in range(len(array)):
    cum_arr.append(math.fsum(array[:i + 1]))
cum_arr = cum_arr[1:]","[(0.5, 46), (0.3, 13)]",True,True
"
cum_arr = []
sum_so_far = 0
for i in range(len(array)):
    sum_so_far += array[i]
    cum_arr.append(sum_so_far)","[(0.9, 1)]",True,True
"
cum_arr = [sum(array[:i]) for i in range(1, len(array) + 1)]","[(0.5, 49), (1.2, 2)]",True,True
"import functools
arr = functools.reduce(lambda a, b: a + [a[-1] + b], array, [0])[1:]
cum_arr = arr","[(0.7, 26)]",True,False
"
arr = [0] + array
cum_sum = []
for i in range(1, len(arr)):
    cum_sum.append(sum(arr[1:i + 1]))
cum_arr = cum_sum","[(0.7, 60)]",True,True
"import math
arr = [0] + array
cum_arr = []
sum_so_far = 0
for i in range(1, len(arr)):
    sum_so_far += arr[i]
    cum_arr.insert(i, sum_so_far)","[(0.7, 35)]",True,True
"
cum_arr = [0] * len(array)
for i in range(len(array)):
    cum_arr[i] = sum(array[:i + 1])","[(0.9, 27), (0.5, 57), (0.7, 3)]",True,True
"import functools
cum_arr = functools.reduce(lambda x, y: x + [x[-1] + y], array, [0])[1:]","[(0.9, 10), (0, 8), (0.5, 9), (0.3, 5), (1.2, 32), (0.7, 15)]",True,False
"import math
cum_arr = []
count = 0
for i in array:
    count = math.fsum([count, i])
    cum_arr.append(count)","[(0.9, 40)]",True,True
"import math
arr = [0] + array
cum_arr = []
sum_so_far = 0
for value in arr[1:]:
    sum_so_far += value
    cum_arr.append(sum_so_far)","[(0.7, 35)]",True,True
"import numpy as np
cum_arr = np.zeros(len(array))
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr[i] = sum
cum_arr = cum_arr.tolist()","[(0, 12), (0.5, 20)]",True,True
"
cumulative_sum = []
count = 0
for i in range(len(array)):
    count += array[i]
    cumulative_sum.append(count)
cum_arr = cumulative_sum","[(0.9, 87)]",True,True
"
cum_arr = [sum(array[:i + 1]) for (i, _) in enumerate(array)]","[(0.9, 7), (0.5, 27)]",True,True
"
arr = [0] + array
sum_so_far = [sum(arr[:i + 1]) for i in range(1, len(arr))]
cum_arr = sum_so_far","[(0.7, 59)]",True,True
"
cum_arr = []
sum = 0
for i in range(len(array)):
    sum += array[i]
    cum_arr.append(sum) if len(array) > 0 else []","[(0.9, 18), (0, 13)]",True,True
"
cum_arr = []
sum = 0
for i in range(len(array)):
    sum = sum + array[i]
    cum_arr.append(sum)","[(0.5, 9)]",True,True
"import functools
arr = [0] + array
cum_arr = functools.reduce(lambda x, y: x + [x[-1] + y], arr[1:], [0])[1:]","[(0.7, 44)]",True,False
"
count = 0
cum_arr = []
for (index, value) in enumerate(array):
    count += array[index]
    cum_arr.append(count)","[(0.9, 45)]",True,True
"
arr = array
cum_arr = [sum(arr[:i + 1]) for i in range(len(arr))]
cum_arr = list(cum_arr)
cum_arr = [float(x) for x in cum_arr]
cum_arr = list(map(float, cum_arr))","[(0.5, 132)]",False,False
"import numpy as np
cum_arr = np.array([sum(array[:i + 1]) for i in range(len(array))]).astype(float).tolist()","[(0.5, 100)]",False,False
"import statistics
cum_arr = []
sum_val = 0
for val in array:
    sum_val += val
    median_val = statistics.median([sum_val])
    cum_arr += [median_val]","[(0.5, 107)]",False,False
"import statistics
cum_arr = []
sum_val = 0
for val in array:
    sum_val += val
    median_val = statistics.median([sum_val])
    cum_arr.append(median_val)","[(0.5, 107)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
for i in range(len(array)):
    cum_arr[i] = sum(array[:i + 1])
cum_arr = cum_arr.tolist()","[(0.5, 90)]",True,True
"
cum_arr = []
sum = 0
for x in array:
    sum += x
    cum_arr.append(float(sum))","[(0.5, 98)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
np.cumsum(array, out=cum_arr)
cum_arr = cum_arr.tolist()","[(0.5, 66)]",True,False
"
cum_arr = []
for i in range(len(array)):
    cum_arr.append(sum(array[:i + 1]))
cum_arr = [float(x) for x in cum_arr]","[(0.5, 79)]",False,False
"import numpy as np
arr = np.array(array)
cum_arr = np.zeros(len(arr), dtype=float)
sum = 0
for i in range(len(arr)):
    sum += arr[i]
    cum_arr[i] = sum
cum_arr = cum_arr.tolist()","[(0.5, 65)]",True,True
"import statistics
cum_arr = []
sum_val = 0
for val in array:
    sum_val += val
    cum_arr.append(statistics.median([sum_val]))","[(0.5, 87)]",False,False
"
cum_arr = []
count = 0
for i in range(len(array)):
    count += array[i]
    cum_arr.append(count)
cum_arr = list(map(float, cum_arr))","[(0.5, 79)]",False,False
"import numpy as np
cum_arr = np.add.accumulate(array).tolist()
cum_arr = list(map(float, cum_arr))","[(0.5, 124)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
for (i, val) in enumerate(array):
    cum_arr[i] = cum_arr[i - 1] + val if i > 0 else val
cum_arr = cum_arr.tolist()","[(0.5, 139)]",True,True
"
cum_arr = []
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr.append(sum)
cum_arr = list(cum_arr)","[(0.5, 30)]",True,True
"
cum_arr = []
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr.append(sum)
for i in range(len(cum_arr)):
    cum_arr[i] = float(cum_arr[i])","[(0.5, 47)]",False,False
"
arr = array
cum_arr = [sum(arr[:i + 1]) for i in range(len(arr))]
cum_arr = list(cum_arr)
cum_arr = list(map(float, cum_arr))","[(0.5, 132)]",False,False
"import itertools
sum = 0
cum_arr = [(sum := (sum + x)) for x in array]","[(0.5, 95)]",True,True
"import statistics
arr_sum = 0
median_list = []
for i in range(len(array)):
    arr_sum += array[i]
    median_val = statistics.median([arr_sum])
    median_list.append(median_val)
cum_arr = median_list","[(0.5, 138)]",False,False
"
cum_arr = []
for i in range(len(array)):
    cum_arr.append(sum(array[:i + 1]))
cum_arr = list(cum_arr)","[(0.5, 39)]",True,True
"
cum_arr = []
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr.append(sum)
    cum_arr = cum_arr[:i + 1]","[(0.5, 37)]",False,False
"import functools
cum_arr = functools.reduce(lambda acc, val: acc + [acc[-1] + val], array, [0])[1:]","[(0.5, 38)]",True,False
"
cum_arr = []
for i in range(len(array)):
    cum_arr.append(sum(array[:i + 1]))
cum_arr = list(map(float, cum_arr))","[(0.5, 79)]",False,False
"
cum_arr = []
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr.append(sum)
cum_arr = list(map(float, cum_arr))","[(0.5, 38)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array))
sum = 0
for i in range(len(array)):
    sum += array[i]
    cum_arr[i] = sum
cum_arr = cum_arr.astype(float).tolist()","[(0.5, 47)]",False,False
"import numpy as np
arr = np.array(array)
cum_arr = np.zeros(len(arr), dtype=float)
sum = 0
for (i, value) in enumerate(arr):
    sum += value
    cum_arr[i] = sum
cum_arr = np.array(cum_arr, dtype=np.float64).tolist()","[(0.5, 131)]",False,False
"
cum_arr = [0]
for (i, val) in enumerate(array):
    cum_arr.append(cum_arr[i] + val)
cum_arr = cum_arr[1:]","[(0.5, 51)]",True,True
"
cum_arr = [0]
for val in array:
    cum_arr.append(cum_arr[-1] + val)
cum_arr = cum_arr[1:]","[(0.5, 46)]",True,True
"import statistics
arr_sum = 0
median_list = []
for (index, val) in enumerate(array):
    arr_sum += val
    median_val = statistics.median([arr_sum])
    median_list.append(median_val)
cum_arr = median_list","[(0.5, 138)]",False,False
"import itertools
import numpy as np
import math
cum_arr = [math.fsum(list(itertools.islice(array, i + 1))) for i in range(len(array))]
cum_arr = list(map(float, cum_arr))","[(0.5, 129)]",False,False
"import numpy as np
cum_arr = np.array([sum(array[:i + 1]) for i in range(len(array))]).tolist()","[(0.5, 47)]",True,True
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
for (i, val) in enumerate(array):
    if i > 0:
        cum_arr[i] = cum_arr[i - 1] + val
    else:
        cum_arr[i] = val
cum_arr = cum_arr.tolist()","[(0.5, 114)]",True,True
"import numpy as np
arr = np.array(array)
cum_arr = np.zeros(len(arr), dtype=float)
sum = 0
for (i, value) in enumerate(arr):
    sum += value
    cum_arr[i] = sum
cum_arr = np.ndarray.tolist(cum_arr)","[(0.5, 105)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr[i] = sum
cum_arr = cum_arr.tolist()","[(0.5, 66)]",False,False
"import functools
cum_arr = functools.reduce(lambda a, b: a + [a[-1] + b], array, [0])[1:]
cum_arr = list(map(float, cum_arr))","[(0.5, 99)]",True,False
"import numpy as np
arr = np.array(array)
cum_arr = np.zeros(len(arr), dtype=float)
sum = 0
for (i, value) in enumerate(arr):
    sum += value
    cum_arr[i] = sum
cum_arr = cum_arr.tolist()","[(0.5, 83)]",False,False
"import numpy as np
arr = np.array(array)
cum_arr = np.zeros(len(arr), dtype=float)
sum = 0
for (i, value) in enumerate(arr):
    sum += value
    cum_arr[i] = sum
cum_arr = list(cum_arr)","[(0.5, 105)]",False,False
"import itertools
import numpy as np
cum_arr = [sum(list(itertools.islice(array, i + 1))) for i in range(len(array))]
cum_arr = list(map(float, cum_arr))","[(0.5, 129)]",False,False
"import numpy as np
arr = np.array(array)
cum_arr = np.zeros(len(arr), dtype=float)
sum = 0
for (i, value) in enumerate(arr):
    sum += value
    cum_arr[i] = sum
cum_arr = np.array(cum_arr).tolist()","[(0.5, 131)]",False,False
"
arr = array
cum_arr = [sum(arr[0:i + 1]) for i in range(len(arr))]","[(0.5, 132)]",True,True
"import numpy as np
import functools
cum_arr = functools.reduce(lambda acc, x: acc + [acc[-1] + x], array, [0])[1:]","[(0.5, 97)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
for i in range(len(array)):
    cum_arr[i] = cum_arr[i - 1] + array[i] if i > 0 else array[i]
cum_arr = cum_arr.tolist()","[(0.5, 140)]",False,False
"import numpy as np
cum_arr = np.array([sum(array[0:i + 1]) for i in range(len(array))], dtype=float).tolist()","[(0.5, 47)]",False,False
"
cum_arr = []
count = 0
for i in range(len(array)):
    count += array[i]
    cum_arr.append(count)
for i in range(len(cum_arr)):
    cum_arr[i] = float(cum_arr[i])","[(0.5, 100)]",False,False
"
cum_arr = [0]
for i in range(len(array)):
    cum_arr.append(cum_arr[-1] + array[i])
cum_arr = list(map(float, cum_arr[1:]))","[(0.5, 123)]",False,False
"import itertools
import numpy as np
import math
cum_arr = [math.fsum(array[:i + 1]) for i in range(len(array))]
cum_arr = list(map(float, cum_arr))","[(0.5, 129)]",False,False
"
cum_arr = [0]
for i in range(len(array)):
    cum_arr.append(cum_arr[i] + array[i])
cum_arr = list(map(float, cum_arr[1:]))","[(0.5, 130)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
for (i, val) in enumerate(array):
    cum_arr[i] = sum(array[:i + 1])
cum_arr = cum_arr.tolist()","[(0.5, 90)]",False,False
"
arr = array
cum_arr = [sum(arr[:i + 1]) for i in range(len(arr))]
cum_arr = list(map(float, cum_arr))","[(0.5, 132)]",False,False
"import statistics
arr_sum = 0
median_list = []
for val in array:
    arr_sum += val
    median_val = statistics.median([arr_sum])
    median_list.append(median_val)
cum_arr = median_list","[(0.5, 138)]",False,False
"import functools
cum_arr = functools.reduce(lambda acc, x: acc + [acc[-1] + x], array, [0])[1:]
cum_arr = [float(x) for x in cum_arr]","[(0.5, 78)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
np.add.accumulate(array, out=cum_arr)
cum_arr = cum_arr.tolist()","[(0.5, 66)]",False,False
"import itertools
cum_arr = [sum(array[:i + 1]) for i in range(len(array))]
cum_arr = list(map(float, cum_arr))","[(0.5, 104)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
for (i, val) in enumerate(array):
    cum_arr[i] = val if i == 0 else cum_arr[i - 1] + val
cum_arr = cum_arr.tolist()","[(0.5, 139)]",False,False
"
arr = array
cum_arr = [sum(arr[:i + 1]) for i in range(len(arr))]
cum_arr = list(cum_arr)","[(0.5, 132)]",True,True
"import math
cum_arr = [sum(array[0:i + 1]) for i in range(len(array))]","[(0.5, 6)]",True,True
"
cum_arr = []
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr.append(sum)
    cum_arr = cum_arr[:len(cum_arr)]","[(0.5, 37)]",False,False
"
arr = array
cum_arr = [sum(arr[:i + 1]) for i in range(len(arr))]
cum_arr = [float(x) for x in cum_arr]
cum_arr = list(map(float, cum_arr))","[(0.5, 132)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
for (i, val) in enumerate(array):
    if i == 0:
        cum_arr[i] = val
    else:
        cum_arr[i] = cum_arr[i - 1] + val
cum_arr = cum_arr.tolist()","[(0.5, 114)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr[i] = sum
cum_arr = list(cum_arr)","[(0.5, 92)]",False,False
"
arr = array
cum_arr = [sum(arr[:i + 1]) for i in range(len(arr))]
cum_arr = [float(x) for x in cum_arr]","[(0.5, 132)]",False,False
"import numpy as np
import itertools
cum_arr = list(itertools.accumulate(array, initial=0))[1:]","[(0.5, 120)]",True,False
"
cum_arr = [0]
for i in range(1, len(array) + 1):
    cum_arr.append(sum(array[:i]))
cum_arr = cum_arr[1:]","[(0.5, 70)]",True,True
"import numpy as np
arr = np.array(array)
cum_arr = np.zeros(len(arr), dtype=float)
sum = 0
for (i, value) in enumerate(arr):
    sum += value
    cum_arr[i] = sum
cum_arr = np.array(cum_arr, dtype=float).tolist()","[(0.5, 131)]",False,False
"
arr = array
cum_arr = [sum(arr[:i + 1]) for i in range(len(arr))]","[(0.5, 132)]",True,True
"
cum_arr = [0]
for i in range(len(array)):
    cum_arr.append(cum_arr[i] + array[i])
cum_arr = cum_arr[1:]","[(0.5, 51)]",True,True
"import itertools
def cumsum(arr):
    cum_arr = []
    for i in range(1, len(arr) + 1):
        cum_arr.append(sum(itertools.islice(arr, i)))
    return cum_arr
cum_arr = cumsum(array)","[(0.5, 127)]",True,True
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
sum = 0
for i in range(len(array)):
    sum += array[i]
    cum_arr[i] = sum
cum_arr = cum_arr.tolist()","[(0.5, 47)]",False,False
"
arr = array
cum_arr = [sum(arr[:i + 1]) for i in range(len(arr))]
cum_arr = list(cum_arr)
cum_arr = [float(x) for x in cum_arr]","[(0.5, 132)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
for i in range(len(array)):
    if i > 0:
        cum_arr[i] = cum_arr[i - 1] + array[i]
    else:
        cum_arr[i] = array[i]
cum_arr = cum_arr.tolist()","[(0.5, 139)]",False,False
"import numpy as np
cum_arr = np.zeros(len(array), dtype=float)
sum = 0
[cum_arr.__setitem__(i, (sum := (sum + array[i]))) for i in range(len(array))]
cum_arr = cum_arr.tolist()","[(0.5, 66)]",False,False
"
cum_arr = [0] * len(array)
sum = 0
for i in range(len(array)):
    sum += array[i]
    cum_arr[i] = sum","[(0.5, 10)]",True,True
"
cum_arr = []
sum = 0
for (i, val) in enumerate(array):
    sum += val
    cum_arr.append(sum)
    cum_arr = list(cum_arr)","[(0.5, 37)]",False,False
"import numpy as np
arr = np.array(array)
cum_arr = np.zeros(len(arr), dtype=float)
sum = 0
for (i, value) in enumerate(arr):
    sum += value
    cum_arr[i] = sum
cum_arr = np.asarray(cum_arr).tolist()","[(0.5, 131)]",False,False
"
arr = list(array)
cum_arr = []
sum = 0
for (i, value) in enumerate(arr):
    sum += value
    cum_arr.append(sum)","[(0.5, 134)]",True,True
"import numpy as np
cum_arr = np.array([sum(array[:i + 1]) for i in range(len(array))], dtype=float).tolist()","[(0.5, 60)]",False,False
