variant,temperature-iterations,useful,applicable
"
common = []
if len(l1) > 0:
    common.extend([i for i in l1 if any((j == i for j in l2))])","[(0.5, 108)]",True,True
"
common = list(filter(lambda x: x in l2, l1))","[(0.7, 2), (1.2, 2), (0.3, 2), (0.5, 2), (0.9, 4)]",True,False
"
common = []
if l1:
    for i in l1:
        if i in l2:
            common.append(i)","[(0.5, 76)]",True,True
"
common = []
if l1 is not None:
    common.extend([i for i in l1 if i in l2])","[(0.5, 108)]",True,True
"
common = list(filter(lambda value: l2.count(value) > 0, l1))","[(1.2, 136)]",True,False
"
common = []
if len(l1) > 0:
    common.extend([i for i in l1 if i in l2])","[(0.5, 108)]",True,True
"
common = list(filter(lambda x: any((x == y for y in l2)), l1))","[(0.7, 19)]",True,False
"
common = []
if l1:
    for i in l1:
        if i in l2:
            common.append(i) if l1 else []","[(0.5, 77)]",True,True
"
common = list(filter(lambda value: l2.count(value), l1))","[(1.2, 136)]",True,False
"
common = []
for x in l1:
    if any((x == y for y in l2)):
        common.append(x)","[(1.2, 32), (0.9, 4)]",True,True
"
common = [value for value in l1 if l2.count(value)]","[(1.2, 136)]",True,True
"import functools
common = functools.reduce(lambda a, b: a + [b] if b in l2 else a, l1, []) if l1 else []","[(0.5, 77)]",True,False
"
common = []
for i in l1:
    if i in l2 and i in set(l1):
        common.append(i)","[(0.5, 93)]",True,True
"
common = [x for x in l1 if any((x == y for y in l2))]","[(0.7, 16), (0.9, 3)]",True,True
"
common = list(filter(lambda i: i in l2, l1))","[(0.5, 18)]",True,False
"
common = list(filter(lambda item: item in l2, l1))","[(1.2, 51)]",True,False
"
common = []
if l1:
    for i in l1:
        if not all((j != i for j in l2)):
            common.append(i)","[(0.5, 61)]",True,True
"
common = [i for i in l1 if i in l2]","[(0.7, 1), (1.2, 1), (0.5, 1), (0.9, 1)]",True,True
"from functools import reduce
common = reduce(lambda acc, x: acc + [x] if x in l2 else acc, l1, [])","[(0.9, 35)]",True,False
"
common = []
if len(l1) > 0:
    for i in l1:
        if i in l2:
            common.append(i)","[(0.5, 108)]",True,True
"import itertools
common = list(itertools.chain.from_iterable([[x] for x in l1 if x in l2]))","[(0.9, 59)]",True,True
"
common = [i for i in l1 if i in [j for j in l2 if i == j]]","[(0.5, 35)]",True,True
"
common = filter(lambda x: x in l2, l1)
common = list(common)","[(0.7, 5), (1.2, 40)]",True,False
"import itertools
common = list(filter(lambda x: x in l2 and l2.count(x) != 0, l1))","[(1.2, 57)]",True,False
"
common = [x for (i, x) in enumerate(l1) if x in l2]","[(0.9, 72)]",True,True
"
common = list(filter(lambda x: l2.count(x) > 0, l1))","[(1.2, 104)]",True,False
"
common = [i for i in l1 if not all((i != j for j in l2))]","[(0.5, 24)]",True,True
"
common = [i for i in l1 if any((j == i for j in l2))] if l1 else []","[(0.5, 62)]",True,True
"
common = []
if len(l1) > 0:
    for i in l1:
        if any((j == i for j in l2)):
            common.append(i)","[(0.5, 108)]",True,True
"
common = []
if len(l1) != 0:
    for i in l1:
        if any((j == i for j in l2)):
            common.append(i)","[(0.5, 108)]",True,True
"
common = list(set(l1).intersection(l2))","[(0, 0), (0.7, 0), (1.2, 0), (0.3, 0), (0.5, 0), (0.9, 0)]",True,False
"
common = []
if l1:
    common = [i for i in l1 if any((j == i for j in l2))]","[(0.5, 108)]",True,True
"
common = []
for i in l1:
    if i in tuple(l2):
        common.append(i)","[(0.5, 70)]",True,True
"
common = list(filter(lambda x: x in l2 and l2.count(x) > 0, l1))","[(1.2, 36)]",True,False
"
common = [i for i in l1 if not all((j != i for j in l2))] if l1 else []","[(0.5, 42)]",True,True
"
common = list(filter(lambda x: any(map(lambda y: y == x, l2)), l1))","[(0.5, 27)]",True,False
"
common = [x for x in l1 if any(map(lambda y: x == y, l2))]","[(0.5, 45)]",True,True
"import itertools
common = list(itertools.filterfalse(lambda i: not any([i == j for j in l2]), l1))","[(0.5, 36)]",True,False
"import numpy as np
common = np.array([i for i in l1 if any((i == j for j in l2))])
common = common.tolist()","[(0.5, 11)]",True,True
"
same_values = [x for x in l1 if x in l2]
common = same_values","[(1.2, 105)]",True,True
"
common = [i for i in l1 if l2.count(i) != 0]","[(1.2, 16)]",True,True
"
common = []
if l1:
    common = [i for i in l1 if i in l2]","[(0.5, 76)]",True,True
"
common = []
for i in l1:
    if any([i == j for j in l2]):
        common.append(i)","[(0.5, 22)]",True,True
"import itertools
common = list(itertools.filterfalse(lambda i: all((i != j for j in l2)), l1))","[(0.5, 14)]",True,False
"import functools
import operator
common = list(filter(lambda x: any(map(functools.partial(operator.eq, x), l2)), l1))","[(1.2, 26)]",True,False
"
common = list(filter(lambda value: value in l2, l1))","[(1.2, 136)]",True,False
"
common = [i for i in l1 if i in [x for x in l2 if x in l1]]","[(0.5, 67)]",True,True
"
common = []
if len(l1) > 0:
    common = [i for i in l1 if any((j == i for j in l2))]","[(0.5, 108)]",True,True
"
common = list(filter(lambda i: any([i == j for j in l2]), l1))","[(0.5, 36)]",True,False
"
common = []
for i in l1:
    if i in l2:
        common.append(i)
    else:
        continue","[(0.5, 78)]",True,True
"
common = []
if l1 is not None:
    common = [i for i in l1 if any((j == i for j in l2))]","[(0.5, 108)]",True,True
"
common = list(filter(lambda i: i in l2 or any((j == i for j in l2)), l1))","[(0.5, 101)]",True,False
"
common = [i for i in l1 if i in l2 and i in l1]","[(0.5, 68)]",True,True
"
common = []
if l1:
    common.extend([i for i in l1 if any((j == i for j in l2))])","[(0.5, 108)]",True,True
"import itertools
common = list(itertools.filterfalse(lambda x: x not in l2, l1))","[(0.7, 8), (1.2, 13), (0.3, 3), (0.5, 27), (0.9, 16)]",True,False
"import itertools
common = list(itertools.filterfalse(lambda x: x not in l2, l1)) if l1 else []","[(0.5, 75)]",True,False
"
common = list(filter(lambda x: x in l2, l1)) if l1 else []","[(0.5, 62)]",True,False
"import numpy as np
common = np.array([i for i in l1 if any((i == j for j in l2))])
common = list(common)","[(0.5, 11)]",True,True
"
common = [x for x in l1 if x in tuple(l2)]","[(0.7, 21)]",True,True
"
common = []
for i in range(len(l1)):
    if l1[i] in l2:
        common.append(l1[i])","[(0.7, 8)]",True,True
"
common = list(filter(lambda x: x in tuple(l2), l1))","[(0.7, 21)]",True,False
"
common = [i for i in l1 if i in filter(lambda x: x in l2, l1)]","[(0.5, 52)]",True,True
"from itertools import filterfalse
common = list(filterfalse(lambda x: all((x != y for y in l2)), l1))","[(0.7, 23)]",True,False
"
common = [i for i in l1 if any([i == j for j in l2])]","[(0.5, 36)]",True,True
